name,brand,model,version,nbDoor,nbSeats,turningCircle,turningRadius,length,width,widthWSideMirror,height,wheelbase,wheelTrackFront,trackWidthRear,Clearance,luggageCapacity,luggageMin
Lexus SC I,lexus,sc,i,2,4,4850 mm,1790 mm,1330 mm,2690 mm,1525 mm,1550 mm,973 mm,917 mm,1422 mm,1339 mm,1825 mm,1490 mm
Peugeot RCZ 2012,peugeot,rcz,coupe,2,4,4287 mm,1845 mm,2107 mm,1362 mm,2596 mm,412 mm,637 mm,898 mm,865 mm,496 mm,583 mm,730 mm
Mazda MX-5 II 1.6 16V 110KM 2002,mazda,mx-5,ii,2,2,3955 mm,1680 mm,1220 mm,2265 mm,1415 mm,1440 mm,130 mm,900 mm,510 mm,1025 mm,145 l,145 l
Peugeot RCZ 2012,peugeot,rcz,coupe-facelifting,2,4,11.5 m,5.8 m,4287 mm,1845 mm,2107 mm,1359 mm,2612 mm,111 mm,412 mm,637 mm,898 mm,496 mm
Lexus SC II 430 286KM 2005,sc,ii,silnik-benzynowy-430-286km-2001-2010,2,4,4515 mm,1825 mm,1350 mm,2620 mm,1550 mm,1535 mm,450 l,135 l,od 2001 do 2010 roku,4293 cm³,benzynowy,286 
ZAZ Tavria Sedan,zaz,tavria,sedan,3,5,3860 mm,1578 mm,1782 mm,1425 mm,1950 mm,2320 mm,1314 mm,1306 mm,905 mm,160 mm,630 l,250 l
ZAZ Tavria Hatchback,zaz,tavria,hatchback,3,5,3708 mm,1554 mm,1410 mm,2320 mm,1314 mm,1290 mm,687 mm,710 mm,370 mm,960 mm,630 l,250 l
Mini Paceman Hatchback 3d Facelifting,mini,paceman,hatchback-3d-facelifting,3,5,4109 mm,1786 mm,1996 mm,1518 mm,2596 mm,1538 mm,1566 mm,764 mm,749 mm,1080 l,330 l,470 kg
Mini Paceman Hatchback 3d,mini,paceman,hatchback-3d,3,4,4115 mm,1786 mm,1996 mm,1522 mm,2596 mm,1525 mm,1551 mm,769 mm,750 mm,993 mm,941 mm,1390 mm
Hyundai Veloster Coupe Turbo 1.6 T-GDI 186KM 2013,veloster,coupe,silnik-benzynowy-1.6-gdi-140km-2011-2014,4,5,10.5 m,5.2 m,4220 mm,1790 mm,1399 mm,2650 mm,1561 mm,1574 mm,830 mm,740 mm,143 mm,1114 mm
Hyundai Veloster Coupe Turbo 1.6 T-GDI 186KM 2013,veloster,coupe-turbo,silnik-benzynowy-1.6-t-gdi-186km-2013-2014,3,5,4250 mm,1805 mm,1399 mm,2650 mm,1557 mm,1570 mm,153 mm,1114 mm,945 mm,805 mm,896 mm,1412 mm
Mini Mini R50 1.6 S 163KM 2004,mini,mini,r50,3,4,10.8 m,5.4 m,3597 mm,1688 mm,1918 mm,1390 mm,2464 mm,1441 mm,1460 mm,622 mm,511 mm,143 mm
Mini One I,mini,one,i,3,4,3626 mm,1688 mm,1925 mm,1413 mm,2467 mm,1460 mm,1466 mm,622 mm,537 mm,985 mm,955 mm,1239 mm
Jaguar XJ8 II,jaguar,xj8,ii,4,5,11.7 m,5090 mm,1860 mm,1448 mm,3034 mm,1556 mm,1546 mm,975 mm,980 mm,1480 mm,1480 mm,470 l
Jaguar XJ8 I,jaguar,xj8,i,4,5,12.1 m,5024 mm,1799 mm,1314 mm,2870 mm,1500 mm,1498 mm,985 mm,923 mm,1456 mm,1456 mm,370 l
Jaguar XJ III,jaguar,xj,iii,4,5,13.5 m,4959 mm,1770 mm,1377 mm,2865 mm,1480 mm,1496 mm,178 mm,991 mm,914 mm,1378 mm,1364 mm
Jaguar XJ VI X308,jaguar,xj,vi-x308,4,5,5149 mm,1799 mm,1333 mm,2995 mm,1500 mm,1498 mm,1047 mm,945 mm,938 mm,1456 mm,1456 mm,430 l
Jaguar XJ IV,jaguar,xj,iv,4,5,12.4 m,4988 mm,1798 mm,1380 mm,2870 mm,1500 mm,1498 mm,930 mm,935 mm,1460 mm,1463 mm,430 l
Jaguar XJ V,jaguar,xj,v,4,5,12.1 m,5149 mm,1799 mm,1333 mm,2995 mm,1500 mm,1498 mm,116 mm,1047 mm,945 mm,1982 mm,933 mm
Jaguar XJR I,jaguar,xjr,i,4,5,12.1 m,5024 mm,1799 mm,1303 mm,2870 mm,1500 mm,1498 mm,116 mm,985 mm,923 mm,1456 mm,1456 mm
Jaguar XJS I 5.3 289KM 213kW 1975-1980,xjs,i,silnik-benzynowy-5.3-289km-1975-1980,2,11.9 m,4870 mm,1793 mm,1261 mm,2591 mm,1473 mm,1488 mm,140 mm,940 mm,864 mm,1410 mm,1321 mm,430 l
Jaguar XJR II,jaguar,xjr,ii,4,5,12.1 m,5024 mm,1799 mm,1303 mm,2870 mm,1500 mm,1498 mm,985 mm,923 mm,1456 mm,1456 mm,360 l
Jaguar XJR III 4.2 396KM 291kW 2003-2009,xjr,iii,silnik-benzynowy-4.2-396km-2003-2009,4,5,11.7 m,5090 mm,1860 mm,1448 mm,3034 mm,1556 mm,1546 mm,975 mm,980 mm,1480 mm,1480 mm,470 l
Jaguar XE Sedan Facelifting,jaguar,xe,sedan-facelifting,4,5,11.2 m,5.6 m,4678 mm,1967 mm,2075 mm,1967 mm,1416 mm,2835 mm,1602 mm,1585 mm,125 mm,410 l
Jaguar F-Pace SUV 2.0 i4D 180KM 2016,jaguar,f-pace,suv,5,5,11.6 m,5.8 m,4731 mm,2175 mm,1652 mm,2874 mm,1641 mm,1654 mm,834 mm,1023 mm,213 mm,213 mm
Jaguar X-Type Sedan,jaguar,x-type,sedan,4,5,4672 mm,1789 mm,2002 mm,1392 mm,2710 mm,1522 mm,1537 mm,1076 mm,947 mm,953 mm,1384 mm,1363 mm
Jaguar X-Type Kombi,jaguar,x-type,kombi,5,5,4716 mm,1789 mm,2003 mm,1483 mm,2710 mm,1522 mm,1537 mm,902 mm,1104 mm,962 mm,988 mm,1384 mm
Porsche 968 Cabrio 3.0 i 16V 240KM 177kW 1991-1995,968,cabrio,silnik-benzynowy-3.0-i-16v-240km-1991-1995,2,2,4320 mm,1735 mm,1275 mm,2400 mm,1471 mm,1448 mm,510 l,225 l,od 1991 do 1995 roku,2990 cm³,benzynowy,240 
Lexus RX L SUV Facelifting 3.5 450h 313KM 230kW 2019-2021,rx-l,suv-facelifting,silnik-hybrydowy-3.5-450h-313km-2019-2021,5,5,11.8 m,5.9 m,4890 mm,1895 mm,1690 mm,1710 mm,2790 mm,1640 mm,1630 mm,1080 mm,1020 mm,200 mm
Jaguar F-Pace 2020,f-pace,svr,silnik-benzynowy-5.0-v8-550km-2018-2020,5,5,11.6 m,5.8 m,4737 mm,2071 mm,2175 mm,1670 mm,2874 mm,1648 mm,1666 mm,150 mm,1023 mm,1007 mm
Jaguar E-Pace SUV 2.0 i4P 200KM 2020,jaguar,e-pace,suv,5,5,11.4 m,5.7 m,4395 mm,1984 mm,2088 mm,1647 mm,1649 mm,2681 mm,1625 mm,1624 mm,185 mm,1018 mm
Jaguar F-Type Kabriolet SVR 5.0 S/C 575KM 423kW od 2016,f-type,kabriolet-svr,silnik-benzynowy-5.0-sc-575km-2016-2016,2,2,11.3 m,4475 mm,2042 mm,1923 mm,1308 mm,2622 mm,1585 mm,1611 mm,207 l,w 2016 roku,5000 cm³,benzynowy
Jaguar F-Type 2017,f-type,kabriolet-svr-facelifting,silnik-benzynowy-5.0-575km-2016-2019,2,2,11.3 m,4475 mm,2042 mm,1923 mm,1308 mm,2622 mm,1585 mm,1611 mm,107 mm,207 l,od 2016 do 2019 roku,5000 cm³
Jaguar F-Type Kabriolet R Facelifting 5.0 V8 575KM 423kW od 2020,f-type,kabriolet-r-facelifting,silnik-benzynowy-5.0-v8-575km-od-2020,2,2,11.2 m,4470 mm,1923 mm,2042 mm,1307 mm,2622 mm,1596 mm,1647 mm,100 mm,132 l,od 2020 roku,5000 cm³
Jaguar F-Type 2017,jaguar,f-type,coupe-facelifting,2,2,10.7 m,5.3 m,4482 mm,2042 mm,2042 mm,1923 mm,1311 mm,2622 mm,1597 mm,1649 mm,112 mm,310 l
Jaguar E-Pace SUV Facelifting 1.5P MHEV 160KM 2021,jaguar,e-pace,suv-facelifting,5,5,11.6 m,4395 mm,2088 mm,1984 mm,1648 mm,2681 mm,1625 mm,1624 mm,882 mm,832 mm,212 mm,1386 l
Jaguar F-Pace SUV Facelifting,jaguar,f-pace,suv-facelifting,5,5,11.4 m,5.7 m,4747 mm,2071 mm,2175 mm,2071 mm,1664 mm,2874 mm,1640 mm,1656 mm,845 mm,1028 mm
Jaguar F-Type Coupe SVR 5.0 S/C 575KM 423kW od 2016,f-type,coupe-svr,silnik-benzynowy-5.0-sc-575km-2016-2016,2,2,11.3 m,4475 mm,2042 mm,1923 mm,1311 mm,2622 mm,1585 mm,1611 mm,310 l,w 2016 roku,5000 cm³,benzynowy
Jaguar F-Type 2017,f-type,coupe-svr-facelifting,silnik-benzynowy-5.0-575km-2016-2019,2,2,11.3 m,4475 mm,2042 mm,1923 mm,1311 mm,2622 mm,1585 mm,1611 mm,107 mm,408 l,310 l,od 2016 do 2019 roku
Jaguar E-Pace SUV Facelifting 1.5P MHEV 160KM 2021,e-pace,suv-plug-in,silnik-hybrydowy-1.5p-309km-od-2020,5,5,11.6 m,4395 mm,2088 mm,1984 mm,1648 mm,2681 mm,1625 mm,1624 mm,882 mm,832 mm,212 mm,1386 l
Jaguar F-Type Coupe R Facelifting 5.0 V8 575KM 423kW od 2020,f-type,coupe-r-facelifting,silnik-benzynowy-5.0-v8-575km-od-2020,2,2,11.2 m,4470 mm,1923 mm,2042 mm,1311 mm,2622 mm,1596 mm,1647 mm,100 mm,336 l,od 2020 roku,5000 cm³
Jaguar F-Pace 2020,f-pace,suv-plug-in,silnik-hybrydowy-2.0-p-phev-404km-od-2020,5,5,11.9 m,6.0 m,4747 mm,2071 mm,2175 mm,1664 mm,2874 mm,1640 mm,1656 mm,845 mm,1028 mm,213 mm
Jaguar F-Pace 2022,f-pace,svr-facelifting,silnik-benzynowy-5.0p-v8-550km-od-2021,5,5,11.9 m,6.0 m,4731 mm,2070 mm,2175 mm,1651 mm,2874 mm,1641 mm,1654 mm,213 mm,1440 l,613 l
Hyundai Sonata V 2022,hyundai,sonata,ii,4,5,10.5 m,4700 mm,1770 mm,1405 mm,2700 mm,1520 mm,1510 mm,170 mm,978 mm,958 mm,1478 mm,1433 mm
Hyundai Sonata III,hyundai,sonata,iii,4,5,10.5 m,4710 mm,1818 mm,1410 mm,2700 mm,1540 mm,1520 mm,998 mm,955 mm,1445 mm,1415 mm,1970 mm
Honda Prelude I,honda,prelude,i,2,2,4090 mm,1635 mm,1290 mm,2320 mm,1400 mm,1410 mm,860 mm,910 mm,160 mm,910 mm,455 mm,870 mm
Honda Pilot II 2019,honda,pilot,i,5,5,4775 mm,1793 mm,1964 mm,2700 mm,1689 mm,1694 mm,198 mm,1064 mm,1019 mm,1565 mm,1560 mm,2557 l
Honda Prelude III,honda,prelude,iii,2,4,11.4 m,4510 mm,1695 mm,1295 mm,2565 mm,1480 mm,1470 mm,145 mm,1695 mm,1420 mm,1060 mm,380 l
Honda Shuttle II 1.6 110KM 81kW 1987-1995,shuttle,ii,silnik-benzynowy-1.6-110km-1987-1995,5,6,4750 mm,1770 mm,1675 mm,2830 mm,1525 mm,1540 mm,155 mm,990 mm,485 mm,980 mm,465 mm,2810 mm
Honda Prelude IV,honda,prelude,iv,2,4,4440 mm,1765 mm,1290 mm,2550 mm,1525 mm,1515 mm,145 mm,915 mm,500 mm,855 mm,415 mm,1695 mm
Honda Prelude V,honda,prelude,v,2,4,4520 mm,1750 mm,1315 mm,2585 mm,1525 mm,1515 mm,140 mm,945 mm,495 mm,900 mm,415 mm,1755 mm
Honda Pilot II 2019,pilot,ii,silnik-benzynowy-3.5-i-250km-2009-2015,5,7,11.7 m,4849 mm,1994 mm,1847 mm,2774 mm,1720 mm,203 mm,1016 mm,1011 mm,1562 mm,1580 mm,2464 l
Honda Odyssey IV 3.5 V6 252KM 185kW 2011-2017,odyssey,iv,silnik-benzynowy-3.5-v6-252km-2011-2017,5,5,11.2 m,5.6 m,5154 mm,2012 mm,1737 mm,3000 mm,1730 mm,1732 mm,114 mm,1636 mm,1613 mm,1478 mm
Honda Odyssey I,honda,odyssey,i,5,7,4750 mm,1770 mm,1645 mm,1675 mm,2830 mm,1525 mm,1540 mm,155 mm,990 mm,485 mm,980 mm,485 mm
Honda Odyssey III,honda,odyssey,iii,5,7,4765 mm,1800 mm,1550 mm,2830 mm,1560 mm,1560 mm,155 mm,985 mm,485 mm,985 mm,480 mm,2790 mm
Honda Odyssey II,honda,odyssey,ii,4,7,4770 mm,1795 mm,1630 mm,2830 mm,1560 mm,1555 mm,155 mm,975 mm,490 mm,960 mm,490 mm,2740 mm
Honda CRX I,honda,crx,i,3,3675 mm,1625 mm,1290 mm,2200 mm,1400 mm,1415 mm,770 mm,705 mm,160 mm,925 mm,485 mm,850 mm,410 mm
Honda Integra II,honda,integra,ii,2,5,4380 mm,1695 mm,1320 mm,2570 mm,1480 mm,1470 mm,130 mm,935 mm,500 mm,300 mm,870 mm,415 mm
Honda Insight Coupe,honda,insight,coupe,3,2,3940 mm,1695 mm,1355 mm,2400 mm,1435 mm,1325 mm,150 mm,880 mm,965 mm,495 mm,1390 mm,1090 mm
Honda CRX II,honda,crx,ii,3,4,3755 mm,1675 mm,1270 mm,2300 mm,1450 mm,1455 mm,150 mm,905 mm,480 mm,175 mm,850 mm,415 mm
Honda Insight Hatchback Facelifting 1.3 IMA CVT 88KM 65kW 2012-2013,insight,hatchback-facelifting,silnik-hybrydowy-1.3-ima-cvt-88km-2012-2013,5,5,10.4 m,4395 mm,1695 mm,2030 mm,1425 mm,1545 mm,2545 mm,1485 mm,1475 mm,125 mm,982 l,408 l
Honda Insight Hatchback 1.3 IMA Hybrid 88KM 65kW 2009-2012,insight,hatchback,silnik-benzynowy-1.3-ima-hybrid-88km-2009-2012,5,5,10.4 m,4395 mm,1695 mm,2029 mm,1425 mm,1545 mm,2545 mm,1495 mm,1475 mm,125 mm,982 l,373 l
Honda Jazz II,honda,jazz,ii,5,5,10.2 m,5.1 m,3830 mm,1675 mm,1525 mm,2450 mm,1460 mm,1445 mm,150 mm,500 mm,450 mm,1280 mm
Honda HR-V I 1.6 i 16V 2WD 105KM 2000,honda,hr-v,i,3,4,4095 mm,1695 mm,1580 mm,2460 mm,1470 mm,1470 mm,175 mm,960 mm,490 mm,960 mm,445 mm,1805 mm
Honda Jazz III,honda,jazz,iii,5,5,9.5 m,3900 mm,1695 mm,2029 mm,1525 mm,1655 mm,2495 mm,1492 mm,1475 mm,150 mm,1320 l,375 l
Honda Concerto Sedan,honda,concerto,sedan,4,5,4415 mm,1690 mm,1395 mm,2550 mm,1450 mm,1455 mm,150 mm,950 mm,490 mm,345 mm,935 mm,450 mm
Honda Concerto Hatchback,honda,concerto,hatchback,5,5,4270 mm,1690 mm,1395 mm,2550 mm,1450 mm,1455 mm,150 mm,950 mm,490 mm,320 mm,910 mm,495 mm
Honda City III,honda,city,iii,4,4450 mm,1695 mm,1390 mm,2620 mm,1475 mm,1475 mm,150 mm,945 mm,490 mm,895 mm,465 mm,1815 mm,1405 mm
Honda City II,honda,city,ii,3,5,3560 mm,1620 mm,1335 mm,2400 mm,1400 mm,1410 mm,915 mm,460 mm,235 mm,905 mm,440 mm,1675 mm
Honda HR-V III 1.5 i-MMD 131KM 96kW od 2021,hr-v,iii,silnik-hybrydowy-1.5-i-mmd-131km-od-2021,5,5,11.3 m,5.7 m,4340 mm,1790 mm,2027 mm,1866 mm,1582 mm,2610 mm,188 mm,971 l,319 l,od 2021 roku
Honda CRX III,honda,crx,iii,2,2,3995 mm,1695 mm,1255 mm,2370 mm,1475 mm,1465 mm,140 mm,890 mm,510 mm,865 mm,1355 mm,1035 mm
Honda City VI 1.4 i 100KM 74kW 2009-2011,city,vi,silnik-benzynowy-1.4-i-100km-2009-2011,4,5,10.0 m,4420 mm,1715 mm,1970 mm,1470 mm,1575 mm,2540 mm,1495 mm,1475 mm,135 mm,506 l,45 kg
Honda Integra IV,honda,integra,iv,2,4,4385 mm,1725 mm,1400 mm,2570 mm,1485 mm,1485 mm,150 mm,965 mm,500 mm,295 mm,890 mm,465 mm
Honda NSX II 3.5 V6 573KM 421kW od 2015,nsx,ii,silnik-hybrydowy-3.5-v6-573km-od-2015,2,2,12.1 m,6.0 m,4470 mm,1940 mm,2225 mm,1214 mm,2630 mm,1656 mm,1618 mm,94 mm,110 l,9.2 °
Honda Integra III,honda,integra,iii,4,5,4450 mm,1695 mm,1390 mm,2620 mm,1475 mm,1475 mm,150 mm,945 mm,490 mm,895 mm,465 mm,1815 mm
Honda CR-Z Coupe Facelifting 1.5 i-VTEC IMA 137KM 101kW 2013,cr-z,coupe-facelifting,silnik-benzynowy-1.5-i-vtec-ima-137km-2013-2013,3,4,4075 mm,1740 mm,2014 mm,1395 mm,2425 mm,135 mm,381 l,207 l,381 kg,57 kg,w 2013 roku,1497 cm³
Honda Legend IV,honda,legend,iv,4,5,4930 mm,1845 mm,1445 mm,2800 mm,1575 mm,1585 mm,145 mm,925 mm,495 mm,920 mm,510 mm,2025 mm
Honda Legend III 3.5 i 24V 208KM 153kW 1996-2004,legend,iii,silnik-benzynowy-3.5-i-24v-208km-1996-2004,4,5,4995 mm,1810 mm,1435 mm,2910 mm,1540 mm,1550 mm,150 mm,960 mm,510 mm,345 mm,930 mm,470 mm
Infiniti Q60 II 2020,infiniti,q60,ii,2,4,10.6 m,5.3 m,4690 mm,2052 mm,2052 mm,2052 mm,1395 mm,2850 mm,1554 mm,1580 mm,115 mm,342 l
Infiniti M II,infiniti,m,ii,4,5010 mm,1770 mm,1463 mm,2800 mm,1509 mm,1509 mm,145 mm,1006 mm,490 mm,920 mm,535 mm,1535 mm,1240 mm
Honda CR-V I 2.0 16V 147KM 2001,honda,cr-v,i,5,5,4470 mm,1750 mm,1675 mm,1705 mm,2620 mm,1535 mm,1535 mm,205 mm,1020 mm,475 mm,440 mm,1020 mm
Honda Civic XII 2022,civic,xii,silnik-hybrydowy-2.0-i-mmd-184km-od-2022,5,5,10.8 m,5.4 m,4551 mm,1802 mm,2081 mm,1408 mm,2734 mm,1537 mm,1565 mm,140 mm,1225 l,415 l
Infiniti M I 4.5 V8 340KM 250kW 2003-2005,m,i,silnik-benzynowy-4.5-v8-340km-2003-2005,4,4796 mm,1689 mm,1321 mm,2616 mm,od 2003 do 2005 roku,4494 cm³,benzynowy,340 , (250 ,) przy 6400 obr/min,451 , przy 4000 obr/min,"z przodu, podłużnie"
Honda CR-V II,honda,cr-v,ii,5,5,10.3 m,5.2 m,4570 mm,1780 mm,1682 mm,1710 mm,2620 mm,1535 mm,1535 mm,205 mm,1025 mm,490 mm
Hyundai Grand Santa Fe SUV 2.2 CRDi 197KM 145kW 2014-2016,grand-santa-fe,suv,silnik-diesla-2.2-crdi-197km-2014-2016,5,6,4915 mm,1885 mm,1685 mm,2800 mm,1628 mm,1639 mm,180 mm,1048 mm,971 mm,1050 mm,974 mm,1508 mm
Hyundai ix35 SUV,hyundai,ix35,suv,5,5,10.6 m,5.3 m,4410 mm,1820 mm,1660 mm,2640 mm,1591 mm,1592 mm,880 mm,890 mm,170 mm,1047 mm
Hyundai Coupe I,hyundai,coupe,i,3,4,4340 mm,1730 mm,1303 mm,2475 mm,1465 mm,1450 mm,973 mm,892 mm,145 mm,505 mm,115 mm,490 mm
Infiniti G G20 II 2.0 140KM 103kW 1999-2002,g,g20-ii,silnik-benzynowy-2.0-140km-1999-2002,4,5,4509 mm,1694 mm,1400 mm,2601 mm,1415 mm,1455 mm,160 mm,od 1999 do 2002 roku,1999 cm³,benzynowy,140 , (103 
Hyundai Excel I,hyundai,excel,i,3,10.3 m,4087 mm,1603 mm,1374 mm,2380 mm,1374 mm,1341 mm,165 mm,952 mm,937 mm,1323 mm,1311 mm,753 l
Hyundai Grand Santa Fe SUV Facelifting 2.2 CRDi 200KM 147kW 2016-2019,grand-santa-fe,suv-facelifting,silnik-diesla-2.2-crdi-200km-2016-2019,5,7,10.9 m,5.5 m,4905 mm,1885 mm,1685 mm,2800 mm,180 mm,1048 mm,971 mm,1050 mm,974 mm,1508 mm
Hyundai ix20 Mikrovan Facelifting,hyundai,ix20,mikrovan-facelifting,5,5,10.4 m,5.2 m,4115 mm,1765 mm,1600 mm,2615 mm,1553 mm,1557 mm,805 mm,680 mm,156 mm,1080 mm
Hyundai Genesis I,hyundai,genesis,i,4,5,11.1 m,5.5 m,4990 mm,1890 mm,1480 mm,3100 mm,1599 mm,1615 mm,835 mm,1135 mm,130 mm,1135 l
Hyundai Galloper I 3.0 V6 141KM 104kW 1991-1998,galloper,i,silnik-benzynowy-3.0-v6-141km-1991-1998,5,4650 mm,1680 mm,1850 mm,2695 mm,1400 mm,1375 mm,745 mm,1145 mm,od 1991 do 1998 roku,2972 cm³,benzynowy,141 , (104 
Hyundai i40 Kombi 1.7 CRDi LOW 115KM 2011,hyundai,i40,kombi,5,5,4770 mm,1815 mm,1470 mm,2770 mm,1591 mm,1597 mm,920 mm,1080 mm,140 mm,1170 mm,1025 mm,985 mm
Hyundai ix35 SUV R 2.0 CRDi 136KM 2013,hyundai,ix35,suv-facelifting,5,5,4410 mm,1820 mm,1655 mm,1660 mm,2640 mm,1591 mm,1592 mm,170 mm,1047 mm,1000 mm,982 mm,994 mm
Hyundai i40 Kombi Facelifting,hyundai,i40,kombi-facelifting,5,5,10.9 m,5.5 m,4775 mm,1815 mm,1470 mm,2770 mm,1579 mm,1585 mm,925 mm,1080 mm,140 mm,1170 mm
Hyundai Equus II 4.5 V8 266KM 196kW 2002-2008,equus,ii,silnik-benzynowy-4.5-v8-266km-2002-2008,4,5160 mm,1900 mm,1490 mm,3045 mm,1625 mm,1641 mm,1025 mm,967 mm,1500 mm,1473 mm,474 l,od 2002 do 2008 roku,4498 cm³
Hyundai i40 Sedan,hyundai,i40,sedan,4,5,10.9 m,5.5 m,4740 mm,1815 mm,1470 mm,2770 mm,920 mm,1050 mm,130 mm,1672 l,520 l,717 mm
Hyundai i40 Sedan Facelifting,hyundai,i40,sedan-facelifting,4,5,10.9 m,5.5 m,4745 mm,1815 mm,1470 mm,2770 mm,1579 mm,1585 mm,925 mm,1050 mm,140 mm,1170 mm
Hyundai i10 III,hyundai,i10,iii,5,5,10.0 m,5.0 m,3670 mm,1680 mm,1680 mm,1480 mm,2385 mm,1467 mm,1480 mm,705 mm,540 mm,149 mm
Hyundai Kona Crossover,hyundai,kona,crossover,5,5,10.6 m,5.3 m,4165 mm,1800 mm,2090 mm,1550 mm,1565 mm,2600 mm,1575 mm,1584 mm,845 mm,720 mm
Hyundai H1 II 2008,h1,i,silnik-diesla-2.5-td-80km-1999-2008,5,9,2810 mm,od 1999 do 2008 roku,2476 cm³,diesel,80 , (59 ,) przy 3900 obr/min,210 , przy 1800 obr/min,"z przodu, poprzecznie",turbosprężarkowe,SOHC (OHC)
Hyundai Kona Crossover Electric,hyundai,kona,crossover-electric,5,5,10.6 m,5.3 m,4180 mm,1800 mm,1570 mm,2600 mm,1564 mm,1575 mm,846 mm,734 mm,158 mm,1114 l
Nissan Xterra II 2005,xterra,ii,silnik-benzynowy-4.0-v6-261km-2004-2008,5,5,4550 mm,1860 mm,1820 mm,2710 mm,od 2004 do 2008 roku,3954 cm³,benzynowy,261 , (192 ,) przy 5600 obr/min,381 , przy 4000 obr/min
Hyundai Elantra VII 1.6 MPI 123KM 2021,elantra,vii,silnik-benzynowy-1.6-mpi-123km-od-2021,4,5,4650 mm,1825 mm,1430 mm,2720 mm,1593 mm,1604 mm,150 mm,989 mm,947 mm,474 l,od 2021 roku,1598 cm³
Hyundai Kona Crossover N 2.0 T-GDI 280KM 206kW od 2021,kona,crossover-n,silnik-benzynowy-2.0-t-gdi-280km-od-2021,5,5,10.6 m,4215 mm,1800 mm,2040 mm,1550 mm,1565 mm,2600 mm,1579 mm,1575 mm,173 mm,1005 mm,961 mm
Hyundai IONIQ Hatchback 1.6 GDi 141KM 104kW 2016-2019,ioniq,hatchback,silnik-hybrydowy-1.6-gdi-141km-2016-2019,5,5,10.6 m,5.3 m,4470 mm,1820 mm,1450 mm,2700 mm,1563 mm,1577 mm,140 mm,1073 mm,994 mm,906 mm
Hyundai Santa Fe I,hyundai,santa-fe,i,5,5,4500 mm,1845 mm,1655 mm,1730 mm,2620 mm,1540 mm,1540 mm,895 mm,985 mm,200 mm,1473 l,469 l
Hyundai IONIQ Electric Synchroniczny z magnesami stałymi 120KM 88kW 2016-2019,ioniq,electric,silnik-elektryczny-synchroniczny-z-magnesami-stalymi-120km-2016-2019,5,5,10.6 m,5.3 m,4470 mm,1820 mm,1450 mm,2700 mm,1563 mm,1577 mm,140 mm,1073 mm,994 mm,906 mm
Hyundai IONIQ Electric Facelifting Elektryczny 136KM 100kW 2019-2022,ioniq,electric-facelifting,silnik-elektryczny-elektryczny-136km-2019-2022,5,5,10.8 m,5.4 m,4470 mm,1820 mm,1450 mm,2700 mm,1555 mm,1569 mm,140 mm,1073 mm,995 mm,907 mm
Hyundai IONIQ 2019,ioniq,plug-in,silnik-hybrydowy-1.6-gdi-141km-2017-2019,5,5,10.6 m,5.3 m,4470 mm,1820 mm,1450 mm,2700 mm,1555 mm,1569 mm,140 mm,1073 mm,994 mm,906 mm
Hyundai IONIQ 2021,ioniq,plug-in-facelifting,silnik-hybrydowy-1.6-gdi-141km-2019-2022,5,5,10.8 m,5.4 m,4470 mm,1820 mm,1450 mm,2700 mm,1555 mm,1569 mm,140 mm,1073 mm,995 mm,907 mm
Nissan Tiida Hatchback Facelifting 1.6 110KM 2011,tiida,hatchback-facelifting,silnik-benzynowy-1.6-110km-2010-2012,5,5,10.4 m,4303 mm,1695 mm,1525 mm,2603 mm,1480 mm,1485 mm,425 l,300 l,75 kg,od 2010 do 2012 roku,1598 cm³
Nissan Quest I 3.0 i 151KM 111kW 1992-1999,quest,i,silnik-benzynowy-3.0-i-151km-1992-1999,4,5,4823 mm,1872 mm,1717 mm,2850 mm,1610 mm,1610 mm,130 mm,2102 l,196 l,od 1992 do 1999 roku,2960 cm³,benzynowy
Nissan Sunny B10 1.4 66KM 49kW 1966-1968,sunny,b10,silnik-benzynowy-1.4-66km-1966-1968,4,5,3820 mm,1445 mm,1345 mm,2280 mm,625 mm,875 mm,430 mm,410 mm,1630 mm,1255 mm,1100 mm,od 1966 do 1968 roku
Nissan Prairie I,nissan,prairie,i,5,5,4325 mm,1665 mm,1645 mm,2515 mm,1430 mm,1390 mm,870 mm,940 mm,990 mm,460 mm,960 mm,435 mm
Nissan Terrano II,nissan,terrano,ii,3,5,4697 mm,1755 mm,1850 mm,2650 mm,1455 mm,1430 mm,812 mm,1115 mm,205 mm,1005 mm,500 mm,985 mm
Nissan Prairie III,nissan,prairie,iii,4,5,4575 mm,1695 mm,1630 mm,2600 mm,1479 mm,1470 mm,1050 mm,485 mm,980 mm,485 mm,2620 mm,1470 mm
Nissan Serena I,nissan,serena,i,4,8,4320 mm,1700 mm,1840 mm,2740 mm,1460 mm,1450 mm,1050 mm,970 mm,990 mm,1010 mm,1980 mm,1430 mm
Nissan Serena II,nissan,serena,ii,4,8,4520 mm,1695 mm,1825 mm,2695 mm,800 mm,955 mm,1050 mm,475 mm,1010 mm,485 mm,2640 mm,1470 mm
Nissan President II 4.5 i V8 32V 270KM 199kW 1990-2002,president,ii,silnik-benzynowy-4.5-i-v8-32v-270km-1990-2002,4,5,5225 mm,1830 mm,1425 mm,3030 mm,1570 mm,1570 mm,995 mm,510 mm,905 mm,490 mm,2080 mm,1520 mm
